├gr┤cc»	freqContext	freqGram
├or┤ P»	35	8657
├or┤ w»	34	8657
├or┤d »	33	8657
├or┤ i»	31	8657
├or┤ap»	31	8657
├or┤ b»	29	8657
├or┤m »	28	8657
├or┤lu»	25	8657
├or┤ n»	24	8657
├or┤ C»	22	8657
├or┤ B»	21	8657
├or┤ c»	21	8657
├or┤ S»	20	8657
├or┤ y»	20	8657
├or┤es»	20	8657
├or┤is»	20	8657
├or┤ 6»	19	8657
├or┤dt»	18	8657
├or┤ r»	17	8657
├or┤t.»	17	8657
├or┤yn»	16	8657
├or┤ J»	15	8657
├or┤tg»	15	8657
├or┤to»	15	8657
├or┤ H»	14	8657
├or┤ab»	14	8657
├or┤ U»	13	8657
├or┤ho»	13	8657
├or┤ma»	13	8657
├or┤ 2»	12	8657
├or┤ 3»	12	8657
├or┤ u»	12	8657
├or┤by»	12	8657
├or┤mo»	12	8657
├or┤t;»	12	8657
├or┤ A»	11	8657
├or┤ L»	11	8657
├or┤ l»	11	8657
├or┤al»	11	8657
├or┤d,»	11	8657
├or┤j »	11	8657
├or┤n »	11	8657
├or┤ 5»	10	8657
├or┤ns»	10	8657
├or┤ 4»	9	8657
├or┤ T»	9	8657
├or┤ch»	9	8657
├or┤p »	9	8657
├or┤ p»	8	8657
├or┤ ü»	8	8657
├or┤da»	8	8657
├or┤li»	8	8657
├or┤p,»	8	8657
├or┤po»	8	8657
├or┤sp»	8	8657
├or┤ 9»	7	8657
├or┤ O»	7	8657
├or┤L »	7	8657
├or┤a »	7	8657
├or┤am»	7	8657
├or┤gi»	7	8657
├or┤la»	7	8657
├or┤ps»	7	8657
├or┤s,»	7	8657
├or┤ty»	7	8657
├or┤we»	7	8657
├or┤ *»	6	8657
├or┤ha»	6	8657
├or┤ja»	6	8657
├or┤l »	6	8657
├or┤n,»	6	8657
├or┤ol»	6	8657
├or┤sz»	6	8657
├or┤ z»	5	8657
├or┤gh»	5	8657
├or┤uy»	5	8657
├or┤wa»	5	8657
├or┤ (»	4	8657
├or┤ 7»	4	8657
├or┤ I»	4	8657
├or┤ W»	4	8657
├or┤ j»	4	8657
├or┤ q»	4	8657
├or┤'t»	4	8657
├or┤bu»	4	8657
├or┤er»	4	8657
├or┤ia»	4	8657
├or┤oe»	4	8657
├or┤sl»	4	8657
├or┤t)»	4	8657
├or┤ E»	3	8657
├or┤ai»	3	8657
├or┤as»	3	8657
├or┤ba»	3	8657
├or┤bo»	3	8657
├or┤d;»	3	8657
├or┤eu»	3	8657
├or┤ic»	3	8657
├or┤j,»	3	8657
├or┤l.»	3	8657
├or┤m,»	3	8657
├or┤mh»	3	8657
├or┤ml»	3	8657
├or┤mw»	3	8657
├or┤on»	3	8657
├or┤ri»	3	8657
├or┤sn»	3	8657
├or┤tn»	3	8657
├or┤tv»	3	8657
├or┤tw»	3	8657
├or┤ye»	3	8657
├or┤ .»	2	8657
├or┤ N»	2	8657
├or┤ R»	2	8657
├or┤ f»	2	8657
├or┤af»	2	8657
├or┤be»	2	8657
├or┤bl»	2	8657
├or┤dw»	2	8657
├or┤eo»	2	8657
├or┤i »	2	8657
├or┤id»	2	8657
├or┤il»	2	8657
├or┤in»	2	8657
├or┤lr»	2	8657
├or┤mi»	2	8657
├or┤mt»	2	8657
├or┤nf»	2	8657
├or┤np»	2	8657
├or┤nr»	2	8657
├or┤op»	2	8657
├or┤or»	2	8657
├or┤pu»	2	8657
├or┤ru»	2	8657
├or┤t^»	2	8657
├or┤tt»	2	8657
├or┤tz»	2	8657
├or┤va»	2	8657
├or┤ 8»	1	8657
├or┤ D»	1	8657
├or┤ K»	1	8657
├or┤ ^»	1	8657
├or┤ é»	1	8657
├or┤'e»	1	8657
├or┤'s»	1	8657
├or┤) »	1	8657
├or┤*u»	1	8657
├or┤; »	1	8657
├or┤Co»	1	8657
├or┤U.»	1	8657
├or┤^s»	1	8657
├or┤a,»	1	8657
├or┤aa»	1	8657
├or┤ad»	1	8657
├or┤at»	1	8657
├or┤ax»	1	8657
├or┤bi»	1	8657
├or┤d:»	1	8657
├or┤dc»	1	8657
├or┤dl»	1	8657
├or┤du»	1	8657
├or┤dy»	1	8657
├or┤e »	1	8657
├or┤ec»	1	8657
├or┤eh»	1	8657
├or┤eü»	1	8657
├or┤fj»	1	8657
├or┤gb»	1	8657
├or┤gc»	1	8657
├or┤gr»	1	8657
├or┤he»	1	8657
├or┤i^»	1	8657
├or┤ii»	1	8657
├or┤ik»	1	8657
├or┤k)»	1	8657
├or┤k>»	1	8657
├or┤ka»	1	8657
├or┤l,»	1	8657
├or┤l;»	1	8657
├or┤lc»	1	8657
├or┤lm»	1	8657
├or┤ls»	1	8657
├or┤md»	1	8657
├or┤mm»	1	8657
├or┤nb»	1	8657
├or┤ni»	1	8657
├or┤nt»	1	8657
├or┤nw»	1	8657
├or┤od»	1	8657
├or┤os»	1	8657
├or┤ot»	1	8657
├or┤ov»	1	8657
├or┤pi»	1	8657
├or┤ro»	1	8657
├or┤s;»	1	8657
├or┤sd»	1	8657
├or┤so»	1	8657
├or┤t:»	1	8657
├or┤tb»	1	8657
├or┤tc»	1	8657
├or┤td»	1	8657
├or┤tf»	1	8657
├or┤tj»	1	8657
├or┤tp»	1	8657
├or┤tê»	1	8657
├or┤ua»	1	8657
├or┤um»	1	8657
├or┤up»	1	8657
├or┤vi»	1	8657
├or┤vr»	1	8657
├or┤wr»	1	8657
├or┤y »	1	8657
├or┤y,»	1	8657
├or┤yl»	1	8657
├or┤ys»	1	8657
├or┤yt»	1	8657
├nt┤en»	464	8599
├nt┤ie»	423	8599
├nt┤, »	419	8599
├nt┤re»	355	8599
├nt┤an»	342	8599
├nt┤ e»	336	8599
├nt┤ v»	299	8599
├nt┤ g»	282	8599
├nt┤am»	279	8599
├nt┤in»	267	8599
├nt┤he»	237	8599
├nt┤ d»	190	8599
├nt┤wo»	189	8599
├nt┤se»	183	8599
├nt┤ s»	180	8599
├nt┤ t»	169	8599
├nt┤sc»	167	8599
├nt┤ra»	160	8599
├nt┤s »	155	8599
├nt┤ w»	147	8599
├nt┤ m»	146	8599
├nt┤ly»	124	8599
├nt┤ h»	121	8599
├nt┤it»	113	8599
├nt┤er»	112	8599
├nt┤ o»	110	8599
├nt┤ b»	100	8599
├nt┤e »	99	8599
├nt┤ a»	98	8599
├nt┤ho»	95	8599
├nt┤ i»	88	8599
├nt┤ c»	86	8599
├nt┤ l»	83	8599
├nt┤ee»	82	8599
├nt┤fa»	70	8599
├nt┤ r»	68	8599
├nt┤ n»	62	8599
├nt┤ 2»	52	8599
├nt┤ 1»	48	8599
├nt┤el»	48	8599
├nt┤o »	46	8599
├nt┤ C»	44	8599
├nt┤bo»	44	8599
├nt┤st»	43	8599
├nt┤; »	39	8599
├nt┤em»	39	8599
├nt┤ D»	38	8599
├nt┤ B»	37	8599
├nt┤ G»	36	8599
├nt┤ P»	36	8599
├nt┤os»	34	8599
├nt┤ j»	30	8599
├nt┤je»	30	8599
├nt┤ M»	28	8599
├nt┤ S»	28	8599
├nt┤ f»	27	8599
├nt┤ p»	26	8599
├nt┤s,»	26	8599
├nt┤ J»	25	8599
├nt┤ u»	25	8599
├nt┤ A»	23	8599
├nt┤ 4»	22	8599
├nt┤ge»	21	8599
├nt┤on»	21	8599
├nt┤at»	20	8599
├nt┤ 3»	19	8599
├nt┤eg»	18	8599
├nt┤ro»	18	8599
├nt┤ 8»	16	8599
├nt┤be»	16	8599
├nt┤va»	16	8599
├nt┤ H»	15	8599
├nt┤im»	15	8599
├nt┤la»	14	8599
├nt┤so»	14	8599
├nt┤vo»	14	8599
├nt┤bi»	13	8599
├nt┤ha»	13	8599
├nt┤ 5»	12	8599
├nt┤ 6»	12	8599
├nt┤ N»	12	8599
├nt┤ W»	12	8599
├nt┤. »	12	8599
├nt┤br»	12	8599
├nt┤mo»	12	8599
├nt┤rj»	12	8599
├nt┤sa»	12	8599
├nt┤) »	11	8599
├nt┤ch»	11	8599
├nt┤de»	11	8599
├nt┤ R»	10	8599
├nt┤al»	10	8599
├nt┤ 7»	9	8599
├nt┤ U»	9	8599
├nt┤: »	9	8599
├nt┤as»	9	8599
├nt┤co»	9	8599
├nt┤hi»	9	8599
├nt┤io»	9	8599
├nt┤om»	9	8599
├nt┤si»	9	8599
├nt┤ F»	8	8599
├nt┤j »	8	8599
├nt┤sh»	8	8599
├nt┤sz»	8	8599
├nt┤yt»	8	8599
├nt┤ L»	7	8599
├nt┤ V»	7	8599
├nt┤ q»	7	8599
├nt┤ac»	7	8599
├nt┤ag»	7	8599
├nt┤e,»	7	8599
├nt┤il»	7	8599
├nt┤sl»	7	8599
├nt┤vl»	7	8599
├nt┤ (»	6	8599
├nt┤ O»	6	8599
├nt┤ic»	6	8599
├nt┤ I»	5	8599
├nt┤fo»	5	8599
├nt┤li»	5	8599
├nt┤wy»	5	8599
├nt┤ '»	4	8599
├nt┤ T»	4	8599
├nt┤ y»	4	8599
├nt┤ z»	4	8599
├nt┤ar»	4	8599
├nt┤bl»	4	8599
├nt┤le»	4	8599
├nt┤ri»	4	8599
├nt┤ur»	4	8599
├nt┤vr»	4	8599
├nt┤wi»	4	8599
├nt┤  »	3	8599
├nt┤ E»	3	8599
├nt┤ K»	3	8599
├nt┤ k»	3	8599
├nt┤^ »	3	8599
├nt┤j,»	3	8599
├nt┤lo»	3	8599
├nt┤no»	3	8599
├nt┤o,»	3	8599
├nt┤s-»	3	8599
├nt┤sj»	3	8599
├nt┤wa»	3	8599
├nt┤we»	3	8599
├nt┤ 9»	2	8599
├nt┤ ^»	2	8599
├nt┤ ü»	2	8599
├nt┤ae»	2	8599
├nt┤ga»	2	8599
├nt┤go»	2	8599
├nt┤gr»	2	8599
├nt┤is»	2	8599
├nt┤iu»	2	8599
├nt┤iv»	2	8599
├nt┤ke»	2	8599
├nt┤ma»	2	8599
├nt┤oc»	2	8599
├nt┤ru»	2	8599
├nt┤y »	2	8599
├nt┤yd»	2	8599
├nt┤» »	2	8599
├nt┤ "»	1	8599
├nt┤ .»	1	8599
├nt┤ /»	1	8599
├nt┤ :»	1	8599
├nt┤ ?»	1	8599
├nt┤'h»	1	8599
├nt┤))»	1	8599
├nt┤),»	1	8599
├nt┤);»	1	8599
├nt┤* »	1	8599
├nt┤-m»	1	8599
├nt┤-p»	1	8599
├nt┤-r»	1	8599
├nt┤a »	1	8599
├nt┤a,»	1	8599
├nt┤ab»	1	8599
├nt┤ad»	1	8599
├nt┤af»	1	8599
├nt┤ai»	1	8599
├nt┤bM»	1	8599
├nt┤ba»	1	8599
├nt┤do»	1	8599
├nt┤du»	1	8599
├nt┤e)»	1	8599
├nt┤e;»	1	8599
├nt┤ei»	1	8599
├nt┤es»	1	8599
├nt┤eu»	1	8599
├nt┤ey»	1	8599
├nt┤fi»	1	8599
├nt┤gi»	1	8599
├nt┤gu»	1	8599
├nt┤ia»	1	8599
├nt┤ig»	1	8599
├nt┤ip»	1	8599
├nt┤ië»	1	8599
├nt┤ko»	1	8599
├nt┤lw»	1	8599
├nt┤me»	1	8599
├nt┤mg»	1	8599
├nt┤o)»	1	8599
├nt┤o;»	1	8599
├nt┤oi»	1	8599
├nt┤or»	1	8599
├nt┤ou»	1	8599
├nt┤pa»	1	8599
├nt┤ph»	1	8599
├nt┤pu»	1	8599
├nt┤ry»	1	8599
├nt┤s;»	1	8599
├nt┤sk»	1	8599
├nt┤sw»	1	8599
├nt┤t'»	1	8599
├nt┤te»	1	8599
├nt┤to»	1	8599
├nt┤tr»	1	8599
├nt┤ue»	1	8599
├nt┤uy»	1	8599
├nt┤v^»	1	8599
├nt┤wp»	1	8599
├nt┤zy»	1	8599
├nt┤én»	1	8599
├da┤er»	2781	8394
├da┤t »	2518	8394
├da┤to»	363	8394
├da┤ge»	295	8394
├da┤en»	288	8394
├da┤n »	250	8394
├da┤te»	249	8394
├da┤ni»	201	8394
├da┤ch»	132	8394
├da┤t,»	108	8394
├da┤ec»	81	8394
├da┤gh»	74	8394
├da┤ne»	73	8394
├da┤l »	69	8394
├da┤nc»	58	8394
├da┤eg»	55	8394
├da┤m »	38	8394
├da┤, »	34	8394
├da┤el»	33	8394
├da┤et»	33	8394
├da┤ v»	30	8394
├da┤tt»	28	8394
├da┤na»	25	8394
├da┤ng»	25	8394
├da┤ba»	24	8394
├da┤r »	18	8394
├da┤em»	17	8394
├da┤pp»	17	8394
├da┤le»	16	8394
├da┤ e»	15	8394
├da┤ m»	15	8394
├da┤ts»	15	8394
├da┤me»	13	8394
├da┤m,»	12	8394
├da┤n,»	11	8394
├da┤se»	11	8394
├da┤ti»	11	8394
├da┤ C»	10	8394
├da┤ a»	10	8394
├da┤ g»	10	8394
├da┤ o»	10	8394
├da┤ t»	10	8394
├da┤de»	10	8394
├da┤s »	10	8394
├da┤ga»	9	8394
├da┤ S»	8	8394
├da┤ w»	8	8394
├da┤di»	8	8394
├da┤ma»	8	8394
├da┤mm»	8	8394
├da┤rd»	8	8394
├da┤ J»	7	8394
├da┤ s»	7	8394
├da┤ar»	7	8394
├da┤ck»	7	8394
├da┤nt»	7	8394
├da┤ B»	6	8394
├da┤lo»	6	8394
├da┤ P»	5	8394
├da┤ b»	5	8394
├da┤ i»	5	8394
├da┤ n»	5	8394
├da┤gb»	5	8394
├da┤i »	5	8394
├da┤mo»	5	8394
├da┤mp»	5	8394
├da┤tu»	5	8394
├da┤uw»	5	8394
├da┤ T»	4	8394
├da┤ d»	4	8394
├da┤ h»	4	8394
├da┤; »	4	8394
├da┤cr»	4	8394
├da┤li»	4	8394
├da┤ I»	3	8394
├da┤ N»	3	8394
├da┤ p»	3	8394
├da┤ r»	3	8394
├da┤lg»	3	8394
├da┤lt»	3	8394
├da┤ra»	3	8394
├da┤re»	3	8394
├da┤y »	3	8394
├da┤ '»	2	8394
├da┤ F»	2	8394
├da┤ M»	2	8394
├da┤ u»	2	8394
├da┤ei»	2	8394
├da┤ls»	2	8394
├da┤nn»	2	8394
├da┤rs»	2	8394
├da┤s,»	2	8394
├da┤sa»	2	8394
├da┤td»	2	8394
├da┤tg»	2	8394
├da┤ (»	1	8394
├da┤ 2»	1	8394
├da┤ A»	1	8394
├da┤ D»	1	8394
├da┤ G»	1	8394
├da┤ O»	1	8394
├da┤ Q»	1	8394
├da┤ R»	1	8394
├da┤ c»	1	8394
├da┤ l»	1	8394
├da┤(o»	1	8394
├da┤^ »	1	8394
├da┤^,»	1	8394
├da┤at»	1	8394
├da┤be»	1	8394
├da┤c »	1	8394
├da┤cb»	1	8394
├da┤cl»	1	8394
├da┤d^»	1	8394
├da┤do»	1	8394
├da┤eU»	1	8394
├da┤ee»	1	8394
├da┤ef»	1	8394
├da┤eh»	1	8394
├da┤es»	1	8394
├da┤fe»	1	8394
├da┤ft»	1	8394
├da┤gf»	1	8394
├da┤ha»	1	8394
├da┤ic»	1	8394
├da┤ii»	1	8394
├da┤it»	1	8394
├da┤ke»	1	8394
├da┤l,»	1	8394
├da┤ly»	1	8394
├da┤m)»	1	8394
├da┤m;»	1	8394
├da┤mb»	1	8394
├da┤ms»	1	8394
├da┤n*»	1	8394
├da┤oi»	1	8394
├da┤p »	1	8394
├da┤p,»	1	8394
├da┤ph»	1	8394
├da┤r,»	1	8394
├da┤r.»	1	8394
├da┤rm»	1	8394
├da┤rt»	1	8394
├da┤sn»	1	8394
├da┤t<»	1	8394
├da┤t^»	1	8394
├da┤tb»	1	8394
├da┤tr»	1	8394
├da┤tw»	1	8394
├da┤wa»	1	8394
├da┤ya»	1	8394
├da┤yr»	1	8394
├da┤ys»	1	8394
├da┤ér»	1	8394
├al┤s »	1642	8337
├al┤le»	1063	8337
├al┤en»	888	8337
├al┤da»	580	8337
├al┤so»	340	8337
├al┤ac»	288	8337
├al┤e »	210	8337
├al┤ve»	144	8337
├al┤ey»	129	8337
├al┤, »	110	8337
├al┤li»	101	8337
├al┤ m»	94	8337
├al┤hi»	94	8337
├al┤ d»	93	8337
├al┤ou»	88	8337
├al┤im»	72	8337
├al┤di»	70	8337
├al┤ty»	69	8337
├al┤an»	66	8337
├al┤ie»	64	8337
├al┤sd»	64	8337
├al┤ g»	60	8337
├al┤em»	57	8337
├al┤ v»	53	8337
├al┤ w»	52	8337
├al┤de»	52	8337
├al┤ff»	52	8337
├al┤pe»	51	8337
├al┤j »	49	8337
├al┤wa»	48	8337
├al┤ i»	46	8337
├al┤in»	45	8337
├al┤sm»	45	8337
├al┤yc»	45	8337
├al┤ h»	44	8337
├al┤ s»	44	8337
├al┤am»	41	8337
├al┤la»	40	8337
├al┤ e»	39	8337
├al┤ t»	39	8337
├al┤oa»	38	8337
├al┤ o»	36	8337
├al┤ca»	35	8337
├al┤ck»	35	8337
├al┤lo»	33	8337
├al┤a »	30	8337
├al┤e,»	27	8337
├al┤ee»	24	8337
├al┤sc»	24	8337
├al┤sn»	24	8337
├al┤te»	24	8337
├al┤if»	23	8337
├al┤it»	23	8337
├al┤vo»	23	8337
├al┤ c»	22	8337
├al┤is»	22	8337
├al┤ b»	19	8337
├al┤; »	19	8337
├al┤ia»	19	8337
├al┤ n»	18	8337
├al┤ho»	18	8337
├al┤sw»	16	8337
├al┤ a»	15	8337
├al┤ l»	15	8337
├al┤at»	14	8337
├al┤re»	14	8337
├al┤se»	13	8337
├al┤ '»	12	8337
├al┤iw»	12	8337
├al┤o »	12	8337
├al┤t,»	12	8337
├al┤vi»	12	8337
├al┤ly»	11	8337
├al┤om»	11	8337
├al┤a,»	10	8337
├al┤cu»	10	8337
├al┤ic»	10	8337
├al┤j,»	9	8337
├al┤su»	9	8337
├al┤t »	9	8337
├al┤uy»	9	8337
├al┤y »	9	8337
├al┤er»	8	8337
├al┤io»	8	8337
├al┤lu»	8	8337
├al┤oo»	8	8337
├al┤ts»	8	8337
├al┤ D»	7	8337
├al┤jo»	7	8337
├al┤ra»	7	8337
├al┤ro»	7	8337
├al┤to»	7	8337
├al┤ U»	6	8337
├al┤'.»	6	8337
├al┤es»	6	8337
├al┤na»	6	8337
├al┤s,»	6	8337
├al┤ u»	5	8337
├al┤ah»	5	8337
├al┤ar»	5	8337
├al┤ea»	5	8337
├al┤eu»	5	8337
├al┤on»	5	8337
├al┤ss»	5	8337
├al┤ys»	5	8337
├al┤ 2»	4	8337
├al┤ S»	4	8337
├al┤ r»	4	8337
├al┤ad»	4	8337
├al┤av»	4	8337
├al┤aw»	4	8337
├al┤fa»	4	8337
├al┤ge»	4	8337
├al┤me»	4	8337
├al┤no»	4	8337
├al┤sv»	4	8337
├al┤ P»	3	8337
├al┤ p»	3	8337
├al┤$ »	3	8337
├al┤' »	3	8337
├al┤ab»	3	8337
├al┤ae»	3	8337
├al┤ao»	3	8337
├al┤au»	3	8337
├al┤du»	3	8337
├al┤go»	3	8337
├al┤i,»	3	8337
├al┤ië»	3	8337
├al┤oe»	3	8337
├al┤or»	3	8337
├al┤s:»	3	8337
├al┤st»	3	8337
├al┤ta»	3	8337
├al┤y,»	3	8337
├al┤ (»	2	8337
├al┤ 1»	2	8337
├al┤ B»	2	8337
├al┤ H»	2	8337
├al┤ I»	2	8337
├al┤ M»	2	8337
├al┤ O»	2	8337
├al┤ R»	2	8337
├al┤ V»	2	8337
├al┤ j»	2	8337
├al┤ z»	2	8337
├al┤ap»	2	8337
├al┤co»	2	8337
├al┤e;»	2	8337
├al┤ek»	2	8337
├al┤el»	2	8337
├al┤et»	2	8337
├al┤i »	2	8337
├al┤id»	2	8337
├al┤ip»	2	8337
├al┤ls»	2	8337
├al┤o,»	2	8337
├al┤oy»	2	8337
├al┤s.»	2	8337
├al┤sh»	2	8337
├al┤th»	2	8337
├al┤tj»	2	8337
├al┤ui»	2	8337
├al┤we»	2	8337
├al┤ye»	2	8337
├al┤yw»	2	8337
├al┤ 4»	1	8337
├al┤ 7»	1	8337
├al┤ A»	1	8337
├al┤ C»	1	8337
├al┤ G»	1	8337
├al┤ J»	1	8337
├al┤ T»	1	8337
├al┤ f»	1	8337
├al┤ ü»	1	8337
├al┤''»	1	8337
├al┤',»	1	8337
├al┤),»	1	8337
├al┤* »	1	8337
├al┤36»	1	8337
├al┤;,»	1	8337
├al┤Ie»	1	8337
├al┤K)»	1	8337
├al┤T »	1	8337
├al┤Tb»	1	8337
├al┤U »	1	8337
├al┤^,»	1	8337
├al┤a;»	1	8337
├al┤ai»	1	8337
├al┤ak»	1	8337
├al┤as»	1	8337
├al┤ay»	1	8337
├al┤ba»	1	8337
├al┤be»	1	8337
├al┤br»	1	8337
├al┤c^»	1	8337
├al┤ch»	1	8337
├al┤cm»	1	8337
├al┤ct»	1	8337
├al┤cy»	1	8337
├al┤do»	1	8337
├al┤eb»	1	8337
├al┤ew»	1	8337
├al┤eï»	1	8337
├al┤fi»	1	8337
├al┤fl»	1	8337
├al┤gi»	1	8337
├al┤h »	1	8337
├al┤h*»	1	8337
├al┤hj»	1	8337
├al┤ib»	1	8337
├al┤ig»	1	8337
├al┤il»	1	8337
├al┤iv»	1	8337
├al┤iy»	1	8337
├al┤j.»	1	8337
├al┤je»	1	8337
├al┤k »	1	8337
├al┤k,»	1	8337
├al┤ka»	1	8337
├al┤lj»	1	8337
├al┤ll»	1	8337
├al┤ma»	1	8337
├al┤my»	1	8337
├al┤ol»	1	8337
├al┤oü»	1	8337
├al┤pi»	1	8337
├al┤po»	1	8337
├al┤s'»	1	8337
├al┤si»	1	8337
├al┤sk»	1	8337
├al┤sl»	1	8337
├al┤t;»	1	8337
├al┤tg»	1	8337
├al┤ti»	1	8337
├al┤ub»	1	8337
├al┤uc»	1	8337
├al┤ue»	1	8337
├al┤um»	1	8337
├al┤uo»	1	8337
├al┤v^»	1	8337
├al┤vv»	1	8337
├al┤w »	1	8337
├al┤wu»	1	8337
├al┤y-»	1	8337
├al┤yn»	1	8337
├al┤§ »	1	8337
├le┤n »	1938	7899
├le┤ed»	666	7899
├le┤n,»	423	7899
├le┤yn»	380	7899
├le┤ge»	372	7899
├le┤ve»	308	7899
├le┤ d»	186	7899
├le┤en»	169	7899
├le┤de»	168	7899
├le┤nd»	162	7899
├le┤s »	161	7899
├le┤er»	142	7899
├le┤gg»	119	7899
├le┤ef»	104	7899
├le┤ s»	103	7899
├le┤ye»	103	7899
├le┤ch»	101	7899
├le┤ v»	97	7899
├le┤yt»	81	7899
├le┤ m»	76	7899
├le┤ g»	71	7899
├le┤ a»	65	7899
├le┤n;»	63	7899
├le┤ o»	60	7899
├le┤, »	54	7899
├le┤ b»	50	7899
├le┤ c»	50	7899
├le┤m »	50	7899
├le┤ e»	47	7899
├le┤ t»	45	7899
├le┤ h»	44	7899
├le┤yd»	44	7899
├le┤ev»	43	7899
├le┤ w»	39	7899
├le┤se»	37	7899
├le┤tt»	34	7899
├le┤ba»	31	7899
├le┤ p»	30	7899
├le┤ec»	30	7899
├le┤eg»	30	7899
├le┤ n»	29	7899
├le┤et»	29	7899
├le┤es»	28	7899
├le┤ns»	28	7899
├le┤r »	27	7899
├le┤ly»	26	7899
├le┤mb»	26	7899
├le┤me»	26	7899
├le┤ i»	25	7899
├le┤ l»	25	7899
├le┤re»	24	7899
├le┤ C»	23	7899
├le┤ r»	23	7899
├le┤ '»	21	7899
├le┤s,»	21	7899
├le┤gh»	19	7899
├le┤ug»	19	7899
├le┤ur»	19	7899
├le┤y »	19	7899
├le┤ f»	17	7899
├le┤ms»	17	7899
├le┤ys»	17	7899
├le┤mn»	16	7899
├le┤th»	16	7899
├le┤ga»	14	7899
├le┤rw»	14	7899
├le┤bo»	13	7899
├le┤ng»	13	7899
├le┤ep»	12	7899
├le┤mp»	12	7899
├le┤ek»	11	7899
├le┤gi»	11	7899
├le┤ke»	11	7899
├le┤ri»	11	7899
├le┤ q»	10	7899
├le┤el»	10	7899
├le┤m,»	10	7899
├le┤nt»	10	7899
├le┤st»	10	7899
├le┤ j»	9	7899
├le┤di»	9	7899
├le┤ M»	8	7899
├le┤ u»	8	7899
├le┤bh»	8	7899
├le┤ce»	8	7899
├le┤lt»	8	7899
├le┤rc»	8	7899
├le┤rh»	8	7899
├le┤t »	8	7899
├le┤ H»	7	7899
├le┤eu»	7	7899
├le┤n.»	7	7899
├le┤rs»	7	7899
├le┤us»	7	7899
├le┤va»	7	7899
├le┤n)»	6	7899
├le┤pa»	6	7899
├le┤si»	6	7899
├le┤xa»	6	7899
├le┤ (»	5	7899
├le┤ U»	5	7899
├le┤ck»	5	7899
├le┤ct»	5	7899
├le┤la»	5	7899
├le┤rt»	5	7899
├le┤u »	5	7899
├le┤yl»	5	7899
├le┤ z»	4	7899
├le┤; »	4	7899
├le┤br»	4	7899
├le┤k »	4	7899
├le┤k,»	4	7899
├le┤le»	4	7899
├le┤ls»	4	7899
├le┤ne»	4	7899
├le┤r,»	4	7899
├le┤ra»	4	7899
├le┤rl»	4	7899
├le┤ts»	4	7899
├le┤ 1»	3	7899
├le┤ G»	3	7899
├le┤ I»	3	7899
├le┤ P»	3	7899
├le┤ S»	3	7899
├le┤as»	3	7899
├le┤co»	3	7899
├le┤ei»	3	7899
├le┤n^»	3	7899
├le┤ni»	3	7899
├le┤pe»	3	7899
├le┤yc»	3	7899
├le┤ 3»	2	7899
├le┤ A»	2	7899
├le┤ B»	2	7899
├le┤ E»	2	7899
├le┤ J»	2	7899
├le┤ O»	2	7899
├le┤ R»	2	7899
├le┤ W»	2	7899
├le┤ k»	2	7899
├le┤ y»	2	7899
├le┤) »	2	7899
├le┤. »	2	7899
├le┤a »	2	7899
├le┤ac»	2	7899
├le┤an»	2	7899
├le┤cb»	2	7899
├le┤cc»	2	7899
├le┤em»	2	7899
├le┤ha»	2	7899
├le┤i^»	2	7899
├le┤id»	2	7899
├le┤in»	2	7899
├le┤l,»	2	7899
├le┤ld»	2	7899
├le┤nb»	2	7899
├le┤ro»	2	7899
├le┤rr»	2	7899
├le┤ry»	2	7899
├le┤sc»	2	7899
├le┤t,»	2	7899
├le┤vé»	2	7899
├le┤ya»	2	7899
├le┤yi»	2	7899
├le┤yo»	2	7899
├le┤yu»	2	7899
├le┤  »	1	7899
├le┤ *»	1	7899
├le┤ 5»	1	7899
├le┤ 6»	1	7899
├le┤ D»	1	7899
├le┤ L»	1	7899
├le┤ N»	1	7899
├le┤ V»	1	7899
├le┤ [»	1	7899
├le┤'t»	1	7899
├le┤<e»	1	7899
├le┤Hw»	1	7899
├le┤Ji»	1	7899
├le┤^h»	1	7899
├le┤^i»	1	7899
├le┤at»	1	7899
├le┤be»	1	7899
├le┤cd»	1	7899
├le┤cf»	1	7899
├le┤cq»	1	7899
├le┤có»	1	7899
├le┤dt»	1	7899
├le┤e »	1	7899
├le┤e|»	1	7899
├le┤eï»	1	7899
├le┤ff»	1	7899
├le┤gb»	1	7899
├le┤h »	1	7899
├le┤iT»	1	7899
├le┤ij»	1	7899
├le┤iy»	1	7899
├le┤ka»	1	7899
├le┤l »	1	7899
├le┤li»	1	7899
├le┤ll»	1	7899
├le┤lo»	1	7899
├le┤m;»	1	7899
├le┤m^»	1	7899
├le┤md»	1	7899
├le┤mm»	1	7899
├le┤mo»	1	7899
├le┤n*»	1	7899
├le┤n:»	1	7899
├le┤na»	1	7899
├le┤nc»	1	7899
├le┤nl»	1	7899
├le┤nm»	1	7899
├le┤no»	1	7899
├le┤n»»	1	7899
├le┤po»	1	7899
├le┤rf»	1	7899
├le┤ru»	1	7899
├le┤rv»	1	7899
├le┤sn»	1	7899
├le┤so»	1	7899
├le┤sp»	1	7899
├le┤ss»	1	7899
├le┤ta»	1	7899
├le┤ti»	1	7899
├le┤ut»	1	7899
├le┤uw»	1	7899
├le┤vl»	1	7899
├le┤we»	1	7899
├le┤wo»	1	7899
├le┤x »	1	7899
├le┤y,»	1	7899
├le┤ze»	1	7899
├le┤éd»	1	7899
