«cc├gra┤	freqContext	freqGram
«l;├ 't┤	2	1338
«me├ 't┤	2	1338
«my├ 't┤	2	1338
«n^├ 't┤	2	1338
«nt├ 't┤	2	1338
«on├ 't┤	2	1338
«ou├ 't┤	2	1338
«p'├ 't┤	2	1338
«re├ 't┤	2	1338
«s;├ 't┤	2	1338
«un├ 't┤	2	1338
«ve├ 't┤	2	1338
«wy├ 't┤	2	1338
« 8├ 't┤	1	1338
« :├ 't┤	1	1338
« »├ 't┤	1	1338
« —├ 't┤	1	1338
«!,├ 't┤	1	1338
«(^├ 't┤	1	1338
«*,├ 't┤	1	1338
«*.├ 't┤	1	1338
«.8├ 't┤	1	1338
«11├ 't┤	1	1338
«12├ 't┤	1	1338
«20├ 't┤	1	1338
«50├ 't┤	1	1338
«:6├ 't┤	1	1338
«Is├ 't┤	1	1338
«U.├ 't┤	1	1338
«Va├ 't┤	1	1338
«ai├ 't┤	1	1338
«ap├ 't┤	1	1338
«ca├ 't┤	1	1338
«d;├ 't┤	1	1338
«dj├ 't┤	1	1338
«eb├ 't┤	1	1338
«el├ 't┤	1	1338
«f,├ 't┤	1	1338
«gh├ 't┤	1	1338
«h.├ 't┤	1	1338
«hs├ 't┤	1	1338
«il├ 't┤	1	1338
«ip├ 't┤	1	1338
«j,├ 't┤	1	1338
«ke├ 't┤	1	1338
«kl├ 't┤	1	1338
«m,├ 't┤	1	1338
«ma├ 't┤	1	1338
«mt├ 't┤	1	1338
«n)├ 't┤	1	1338
«n:├ 't┤	1	1338
«nu├ 't┤	1	1338
«o,├ 't┤	1	1338
«o.├ 't┤	1	1338
«oe├ 't┤	1	1338
«ol├ 't┤	1	1338
«os├ 't┤	1	1338
«pe├ 't┤	1	1338
«pt├ 't┤	1	1338
«ra├ 't┤	1	1338
«s:├ 't┤	1	1338
«st├ 't┤	1	1338
«t)├ 't┤	1	1338
«ta├ 't┤	1	1338
«tn├ 't┤	1	1338
«to├ 't┤	1	1338
«um├ 't┤	1	1338
«wt├ 't┤	1	1338
«ye├ 't┤	1	1338
«yl├ 't┤	1	1338
«ys├ 't┤	1	1338
« w├ord┤	256	1335
«wo├ord┤	225	1335
«vo├ord┤	176	1335
«ew├ord┤	109	1335
« v├ord┤	73	1335
«e ├ord┤	51	1335
«ge├ord┤	43	1335
« V├ord┤	39	1335
«s ├ord┤	38	1335
«n ├ord┤	27	1335
«r ├ord┤	26	1335
«cc├ord┤	24	1335
«ho├ord┤	24	1335
«eo├ord┤	23	1335
«do├ord┤	22	1335
« o├ord┤	20	1335
«ev├ord┤	20	1335
«no├ord┤	20	1335
«t ├ord┤	18	1335
«ra├ord┤	12	1335
«Vo├ord┤	11	1335
«. ├ord┤	9	1335
«co├ord┤	9	1335
«' ├ord┤	5	1335
«mo├ord┤	5	1335
« g├ord┤	4	1335
«, ├ord┤	4	1335
«l ├ord┤	4	1335
«Ho├ord┤	3	1335
«^ ├ord┤	3	1335
«er├ord┤	3	1335
«p ├ord┤	3	1335
«^o├ord┤	2	1335
«bo├ord┤	2	1335
«h ├ord┤	2	1335
«ir├ord┤	2	1335
«k ├ord┤	2	1335
« W├ord┤	1	1335
« Y├ord┤	1	1335
« c├ord┤	1	1335
«^v├ord┤	1	1335
«ab├ord┤	1	1335
«eb├ord┤	1	1335
«et├ord┤	1	1335
«fv├ord┤	1	1335
«g ├ord┤	1	1335
«is├ord┤	1	1335
«oN├ord┤	1	1335
«on├ord┤	1	1335
«po├ord┤	1	1335
«ro├ord┤	1	1335
«rv├ord┤	1	1335
«sl├ord┤	1	1335
«t ├het┤	331	1332
«e ├het┤	219	1332
«n ├het┤	173	1332
«, ├het┤	126	1332
«s ├het┤	101	1332
«r ├het┤	82	1332
«; ├het┤	54	1332
«k ├het┤	50	1332
«m ├het┤	35	1332
«o ├het┤	33	1332
«l ├het┤	31	1332
«p ├het┤	24	1332
«h ├het┤	12	1332
«y ├het┤	12	1332
«. ├het┤	11	1332
«d ├het┤	5	1332
«x ├het┤	4	1332
«) ├het┤	3	1332
«f ├het┤	3	1332
«* ├het┤	2	1332
«0 ├het┤	2	1332
«^ ├het┤	2	1332
«a ├het┤	2	1332
«j ├het┤	2	1332
« (├het┤	1	1332
«9 ├het┤	1	1332
«E ├het┤	1	1332
«U ├het┤	1	1332
«ac├het┤	1	1332
«ae├het┤	1	1332
«b ├het┤	1	1332
«e^├het┤	1	1332
«i ├het┤	1	1332
«om├het┤	1	1332
«op├het┤	1	1332
«sc├het┤	1	1332
«° ├het┤	1	1332
«e ├ger┤	154	1320
«an├ger┤	148	1320
«n ├ger┤	132	1320
«le├ger┤	111	1320
«t ├ger┤	83	1320
«r ├ger┤	64	1320
«on├ger┤	52	1320
«s ├ger┤	48	1320
«in├ger┤	29	1320
«ey├ger┤	26	1320
«ie├ger┤	24	1320
«l ├ger┤	24	1320
«ee├ger┤	21	1320
«h ├ger┤	21	1320
«ni├ger┤	21	1320
«k ├ger┤	20	1320
«ag├ger┤	18	1320
«en├ger┤	17	1320
«ur├ger┤	16	1320
«, ├ger┤	15	1320
«Ja├ger┤	15	1320
«yt├ger┤	14	1320
«a ├ger┤	12	1320
«or├ger┤	12	1320
«eg├ger┤	11	1320
«. ├ger┤	10	1320
«re├ger┤	10	1320
«y ├ger┤	10	1320
«di├ger┤	9	1320
«be├ger┤	8	1320
«ra├ger┤	8	1320
«o ├ger┤	7	1320
«oe├ger┤	7	1320
«oo├ger┤	7	1320
«op├ger┤	7	1320
«ti├ger┤	7	1320
«x ├ger┤	7	1320
«) ├ger┤	6	1320
«ho├ger┤	6	1320
«la├ger┤	6	1320
«An├ger┤	5	1320
«vi├ger┤	5	1320
«^ ├ger┤	4	1320
«ae├ger┤	4	1320
«ar├ger┤	4	1320
«er├ger┤	4	1320
«i ├ger┤	4	1320
«m ├ger┤	4	1320
«da├ger┤	3	1320
«ja├ger┤	3	1320
«ma├ger┤	3	1320
«ou├ger┤	3	1320
«p ├ger┤	3	1320
«wa├ger┤	3	1320
«' ├ger┤	2	1320
«Ma├ger┤	2	1320
«b ├ger┤	2	1320
«f ├ger┤	2	1320
«ff├ger┤	2	1320
«j ├ger┤	2	1320
«li├ger┤	2	1320
«lo├ger┤	2	1320
«na├ger┤	2	1320
« H├ger┤	1	1320
«(^├ger┤	1	1320
«2 ├ger┤	1	1320
«8 ├ger┤	1	1320
«F^├ger┤	1	1320
«H ├ger┤	1	1320
«^g├ger┤	1	1320
«af├ger┤	1	1320
«c ├ger┤	1	1320
«ei├ger┤	1	1320
«eu├ger┤	1	1320
«hs├ger┤	1	1320
«ig├ger┤	1	1320
«iu├ger┤	1	1320
«lc├ger┤	1	1320
«ne├ger┤	1	1320
«ro├ger┤	1	1320
«t'├ger┤	1	1320
«ty├ger┤	1	1320
«u ├ger┤	1	1320
«un├ger┤	1	1320
«ut├ger┤	1	1320
«v^├ger┤	1	1320
«wt├ger┤	1	1320
«» ├ger┤	1	1320
«Üe├ger┤	1	1320
«ü ├ger┤	1	1320
«ee├ne ┤	303	1318
«sy├ne ┤	172	1318
«un├ne ┤	141	1318
«in├ne ┤	134	1318
«ey├ne ┤	121	1318
«ge├ne ┤	59	1318
«oo├ne ┤	54	1318
«my├ne ┤	49	1318
«zy├ne ┤	34	1318
«oe├ne ┤	29	1318
«fy├ne ┤	26	1318
«de├ne ┤	24	1318
«er├ne ┤	22	1318
«da├ne ┤	19	1318
«on├ne ┤	15	1318
«me├ne ┤	13	1318
«pe├ne ┤	13	1318
«ve├ne ┤	10	1318
«ke├ne ┤	9	1318
«ae├ne ┤	7	1318
«so├ne ┤	6	1318
«te├ne ┤	5	1318
«nu├ne ┤	4	1318
«ga├ne ┤	3	1318
«ho├ne ┤	3	1318
«le├ne ┤	3	1318
«ma├ne ┤	3	1318
«se├ne ┤	3	1318
«Sy├ne ┤	2	1318
«cy├ne ┤	2	1318
«en├ne ┤	2	1318
«fe├ne ┤	2	1318
«iy├ne ┤	2	1318
«li├ne ┤	2	1318
«mi├ne ┤	2	1318
«or├ne ┤	2	1318
«tu├ne ┤	2	1318
«uy├ne ┤	2	1318
«Jo├ne ┤	1	1318
«Zy├ne ┤	1	1318
«ce├ne ┤	1	1318
«ci├ne ┤	1	1318
«ei├ne ┤	1	1318
«ha├ne ┤	1	1318
«ia├ne ┤	1	1318
«ie├ne ┤	1	1318
«nn├ne ┤	1	1318
«no├ne ┤	1	1318
«pa├ne ┤	1	1318
«uu├ne ┤	1	1318
«va├ne ┤	1	1318
«yn├ne ┤	1	1318
«n ├tot┤	293	1314
«e ├tot┤	224	1314
«t ├tot┤	165	1314
«, ├tot┤	148	1314
«s ├tot┤	102	1314
«r ├tot┤	86	1314
«k ├tot┤	47	1314
«m ├tot┤	34	1314
«h ├tot┤	29	1314
«l ├tot┤	29	1314
«a ├tot┤	21	1314
«y ├tot┤	16	1314
«^ ├tot┤	12	1314
«. ├tot┤	11	1314
«x ├tot┤	10	1314
«; ├tot┤	9	1314
«j ├tot┤	9	1314
«) ├tot┤	8	1314
«f ├tot┤	8	1314
«o ├tot┤	8	1314
«p ├tot┤	6	1314
« (├tot┤	4	1314
«d ├tot┤	4	1314
«2 ├tot┤	3	1314
«i ├tot┤	3	1314
«u ├tot┤	3	1314
«0 ├tot┤	2	1314
«4 ├tot┤	2	1314
«5 ├tot┤	2	1314
«7 ├tot┤	2	1314
«b ├tot┤	2	1314
« .├tot┤	1	1314
«' ├tot┤	1	1314
«* ├tot┤	1	1314
«U ├tot┤	1	1314
«\ ├tot┤	1	1314
«c ├tot┤	1	1314
«es├tot┤	1	1314
«r-├tot┤	1	1314
«ut├tot┤	1	1314
«w ├tot┤	1	1314
«® ├tot┤	1	1314
«» ├tot┤	1	1314
« P├ort┤	331	1303
«vo├ort┤	229	1303
« f├ort┤	103	1303
«wo├ort┤	91	1303
« w├ort┤	72	1303
« s├ort┤	66	1303
«bo├ort┤	63	1303
« c├ort┤	51	1303
«pp├ort┤	42	1303
«mp├ort┤	31	1303
«sp├ort┤	18	1303
«no├ort┤	17	1303
«ho├ort┤	15	1303
«st├ort┤	11	1303
«No├ort┤	10	1303
«ko├ort┤	10	1303
«Vo├ort┤	9	1303
«fc├ort┤	9	1303
«so├ort┤	9	1303
«po├ort┤	8	1303
«to├ort┤	8	1303
« m├ort┤	7	1303
«mo├ort┤	7	1303
«nc├ort┤	7	1303
«do├ort┤	6	1303
«co├ort┤	5	1303
«rc├ort┤	5	1303
« p├ort┤	4	1303
«ap├ort┤	4	1303
«dT├ort┤	4	1303
«es├ort┤	4	1303
«Hf├ort┤	3	1303
«ef├ort┤	3	1303
«em├ort┤	3	1303
«fo├ort┤	3	1303
« C├ort┤	2	1303
« J├ort┤	2	1303
«cc├ort┤	2	1303
«ch├ort┤	2	1303
«ep├ort┤	2	1303
«nf├ort┤	2	1303
« D├ort┤	1	1303
« F├ort┤	1	1303
« T├ort┤	1	1303
« h├ort┤	1	1303
« o├ort┤	1	1303
«(c├ort┤	1	1303
«DT├ort┤	1	1303
«FO├ort┤	1	1303
«K)├ort┤	1	1303
«^P├ort┤	1	1303
«ec├ort┤	1	1303
«lo├ort┤	1	1303
«mb├ort┤	1	1303
«np├ort┤	1	1303
«nw├ort┤	1	1303
«op├ort┤	1	1303
«tf├ort┤	1	1303
«tg├ort┤	1	1303
«ts├ort┤	1	1303
«up├ort┤	1	1303
«v^├ort┤	1	1303
«wp├ort┤	1	1303
«yb├ort┤	1	1303
« c├lee┤	538	1289
« b├lee┤	127	1289
«al├lee┤	111	1289
«or├lee┤	77	1289
«er├lee┤	57	1289
«eb├lee┤	31	1289
«n ├lee┤	29	1289
«be├lee┤	20	1289
«ge├lee┤	20	1289
«e ├lee┤	19	1289
« e├lee┤	16	1289
« s├lee┤	16	1289
«t ├lee┤	16	1289
« v├lee┤	14	1289
« a├lee┤	12	1289
«, ├lee┤	12	1289
«do├lee┤	11	1289
«pp├lee┤	9	1289
«s ├lee┤	9	1289
«es├lee┤	8	1289
« C├lee┤	5	1289
«as├lee┤	5	1289
«ec├lee┤	5	1289
«ep├lee┤	5	1289
«ga├lee┤	5	1289
«gu├lee┤	5	1289
«me├lee┤	5	1289
« p├lee┤	4	1289
«ba├lee┤	4	1289
«el├lee┤	4	1289
«h ├lee┤	4	1289
«il├lee┤	4	1289
«pu├lee┤	4	1289
«tc├lee┤	4	1289
«tu├lee┤	4	1289
«y ├lee┤	4	1289
«ac├lee┤	3	1289
«cu├lee┤	3	1289
«ev├lee┤	3	1289
«ng├lee┤	3	1289
«r ├lee┤	3	1289
«rm├lee┤	3	1289
«up├lee┤	3	1289
«en├lee┤	2	1289
«is├lee┤	2	1289
«l ├lee┤	2	1289
«nt├lee┤	2	1289
«ol├lee┤	2	1289
«rs├lee┤	2	1289
«sc├lee┤	2	1289
«st├lee┤	2	1289
«ul├lee┤	2	1289
« G├lee┤	1	1289
« H├lee┤	1	1289
« I├lee┤	1	1289
« k├lee┤	1	1289
«'^├lee┤	1	1289
«'a├lee┤	1	1289
«3 ├lee┤	1	1289
«4 ├lee┤	1	1289
«ap├lee┤	1	1289
«bi├lee┤	1	1289
«bu├lee┤	1	1289
«ea├lee┤	1	1289
«ei├lee┤	1	1289
«io├lee┤	1	1289
«it├lee┤	1	1289
«k ├lee┤	1	1289
«la├lee┤	1	1289
«lc├lee┤	1	1289
«ls├lee┤	1	1289
«lu├lee┤	1	1289
«mp├lee┤	1	1289
«nv├lee┤	1	1289
«on├lee┤	1	1289
«rc├lee┤	1	1289
«si├lee┤	1	1289
«te├lee┤	1	1289
«ui├lee┤	1	1289
«en├ an┤	291	1288
«ls├ an┤	234	1288
«de├ an┤	112	1288
«d'├ an┤	110	1288
«et├ an┤	85	1288
«er├ an┤	58	1288
«ge├ an┤	34	1288
«te├ an┤	33	1288
«es├ an┤	31	1288
«ot├ an┤	23	1288
«an├ an┤	18	1288
«le├ an┤	18	1288
«in├ an┤	17	1288
«op├ an┤	12	1288
«nt├ an┤	10	1288
«ns├ an┤	9	1288
«ck├ an┤	8	1288
«n,├ an┤	8	1288
«ch├ an┤	7	1288
«el├ an┤	7	1288
«ff├ an┤	7	1288
«ts├ an┤	7	1288
«at├ an┤	6	1288
«ne├ an┤	6	1288
«t'├ an┤	6	1288
« 2├ an┤	5	1288
«'s├ an┤	5	1288
«ie├ an┤	5	1288
«om├ an┤	5	1288
«D'├ an┤	4	1288
«gh├ an┤	4	1288
«ke├ an┤	4	1288
«or├ an┤	4	1288
«un├ an┤	4	1288
« ;├ an┤	3	1288
«De├ an┤	3	1288
«cx├ an┤	3	1288
«e,├ an┤	3	1288
«rt├ an┤	3	1288
«s.├ an┤	3	1288
«t,├ an┤	3	1288
«ve├ an┤	3	1288
« 3├ an┤	2	1288
« U├ an┤	2	1288
«by├ an┤	2	1288
«em├ an┤	2	1288
«ft├ an┤	2	1288
«he├ an┤	2	1288
«ht├ an┤	2	1288
«hy├ an┤	2	1288
«on├ an┤	2	1288
«re├ an┤	2	1288
«s,├ an┤	2	1288
«se├ an┤	2	1288
«ye├ an┤	2	1288
« *├ an┤	1	1288
« 4├ an┤	1	1288
« 5├ an┤	1	1288
« 6├ an┤	1	1288
« H├ an┤	1	1288
« S├ an┤	1	1288
«'.├ an┤	1	1288
«'S├ an┤	1	1288
«'t├ an┤	1	1288
«*,├ an┤	1	1288
«*l├ an┤	1	1288
«*t├ an┤	1	1288
«Ls├ an┤	1	1288
«ae├ an┤	1	1288
«as├ an┤	1	1288
«d.├ an┤	1	1288
«dt├ an┤	1	1288
«ee├ an┤	1	1288
«eu├ an┤	1	1288
«h,├ an┤	1	1288
«i\├ an┤	1	1288
«is├ an┤	1	1288
«l$├ an┤	1	1288
«l;├ an┤	1	1288
«l§├ an┤	1	1288
«m,├ an┤	1	1288
«n;├ an┤	1	1288
«na├ an┤	1	1288
«o.├ an┤	1	1288
«of├ an┤	1	1288
«oo├ an┤	1	1288
«r,├ an┤	1	1288
«rs├ an┤	1	1288
«s;├ an┤	1	1288
«st├ an┤	1	1288
«sy├ an┤	1	1288
«tj├ an┤	1	1288
«to├ an┤	1	1288
«yn├ an┤	1	1288
«yt├ an┤	1	1288
«zy├ an┤	1	1288
«en├de,┤	633	1287
«yn├de,┤	180	1287
«ad├de,┤	138	1287
«ou├de,┤	79	1287
«ee├de,┤	34	1287
«er├de,┤	30	1287
«an├de,┤	20	1287
«sy├de,┤	17	1287
«on├de,┤	16	1287
«ey├de,┤	12	1287
«zy├de,┤	12	1287
«il├de,┤	10	1287
«or├de,┤	10	1287
«me├de,┤	8	1287
«oe├de,┤	8	1287
«el├de,┤	7	1287
«ie├de,┤	7	1287
«ff├de,┤	6	1287
«in├de,┤	5	1287
«ra├de,┤	4	1287
«ty├de,┤	4	1287
«eu├de,┤	3	1287
«gh├de,┤	3	1287
«ha├de,┤	3	1287
«oo├de,┤	3	1287
«ae├de,┤	2	1287
«ar├de,┤	2	1287
«ch├de,┤	2	1287
«de├de,┤	2	1287
«oy├de,┤	2	1287
«te├de,┤	2	1287
«un├de,┤	2	1287
«ur├de,┤	2	1287
«En├de,┤	1	1287
«^n├de,┤	1	1287
«be├de,┤	1	1287
«dd├de,┤	1	1287
«dl├de,┤	1	1287
«eD├de,┤	1	1287
«eo├de,┤	1	1287
«ep├de,┤	1	1287
«es├de,┤	1	1287
«li├de,┤	1	1287
«ly├de,┤	1	1287
«ma├de,┤	1	1287
«re├de,┤	1	1287
«ri├de,┤	1	1287
«rn├de,┤	1	1287
«tt├de,┤	1	1287
«ud├de,┤	1	1287
«yu├de,┤	1	1287
«yü├de,┤	1	1287
«vo├ors┤	1020	1286
« o├ors┤	69	1286
«ho├ors┤	35	1286
«ro├ors┤	31	1286
«Mo├ors┤	25	1286
«oh├ors┤	21	1286
«Vo├ors┤	16	1286
« b├ors┤	10	1286
« d├ors┤	6	1286
«do├ors┤	6	1286
«eb├ors┤	5	1286
«mo├ors┤	5	1286
« F├ors┤	4	1286
« v├ors┤	3	1286
«ob├ors┤	3	1286
«Ho├ors┤	2	1286
«To├ors┤	2	1286
«Yo├ors┤	2	1286
«bo├ors┤	2	1286
«lb├ors┤	2	1286
«xt├ors┤	2	1286
«yo├ors┤	2	1286
« V├ors┤	1	1286
«ad├ors┤	1	1286
«cb├ors┤	1	1286
«ch├ors┤	1	1286
«eo├ors┤	1	1286
«id├ors┤	1	1286
«jo├ors┤	1	1286
«kh├ors┤	1	1286
«na├ors┤	1	1286
«tv├ors┤	1	1286
«tw├ors┤	1	1286
«vé├ors┤	1	1286
«vó├ors┤	1	1286
« e├eni┤	884	1275
«me├eni┤	61	1275
«ck├eni┤	58	1275
« g├eni┤	55	1275
«re├eni┤	24	1275
« M├eni┤	20	1275
«ht├eni┤	13	1275
«ud├eni┤	13	1275
« E├eni┤	12	1275
« m├eni┤	12	1275
«nt├eni┤	10	1275
«do├eni┤	9	1275
«ne├eni┤	8	1275
«ge├eni┤	7	1275
«le├eni┤	6	1275
« p├eni┤	5	1275
«ss├eni┤	5	1275
«di├eni┤	4	1275
«op├eni┤	4	1275
«eg├eni┤	3	1275
«ev├eni┤	3	1275
«lt├eni┤	3	1275
«om├eni┤	3	1275
«rm├eni┤	3	1275
«yg├eni┤	3	1275
« T├eni┤	2	1275
« d├eni┤	2	1275
«Me├eni┤	2	1275
«ch├eni┤	2	1275
«em├eni┤	2	1275
«et├eni┤	2	1275
«ff├eni┤	2	1275
«ma├eni┤	2	1275
« B├eni┤	1	1275
« O├eni┤	1	1275
« h├eni┤	1	1275
« l├eni┤	1	1275
«'e├eni┤	1	1275
«Am├eni┤	1	1275
«As├eni┤	1	1275
«Di├eni┤	1	1275
«Na├eni┤	1	1275
«Wa├eni┤	1	1275
«ad├eni┤	1	1275
«al├eni┤	1	1275
«ar├eni┤	1	1275
«av├eni┤	1	1275
«eb├eni┤	1	1275
«ef├eni┤	1	1275
«fe├eni┤	1	1275
«gh├eni┤	1	1275
«iv├eni┤	1	1275
«mp├eni┤	1	1275
«ng├eni┤	1	1275
«nl├eni┤	1	1275
«s ├eni┤	1	1275
«so├eni┤	1	1275
«st├eni┤	1	1275
«t ├eni┤	1	1275
«ta├eni┤	1	1275
«te├eni┤	1	1275
«ug├eni┤	1	1275
«we├eni┤	1	1275
«ys├eni┤	1	1275
«t ├wel┤	238	1274
«e ├wel┤	151	1274
«, ├wel┤	142	1274
«n ├wel┤	126	1274
«de├wel┤	72	1274
«oe├wel┤	70	1274
«r ├wel┤	68	1274
«et├wel┤	57	1274
«ge├wel┤	43	1274
«s ├wel┤	39	1274
«k ├wel┤	26	1274
«m ├wel┤	22	1274
«o ├wel┤	21	1274
«h ├wel┤	20	1274
«y ├wel┤	15	1274
« H├wel┤	12	1274
«a ├wel┤	12	1274
«ou├wel┤	12	1274
«p ├wel┤	11	1274
«en├wel┤	10	1274
«l ├wel┤	9	1274
«ju├wel┤	8	1274
«' ├wel┤	7	1274
«. ├wel┤	6	1274
«H ├wel┤	6	1274
«op├wel┤	6	1274
« (├wel┤	5	1274
«; ├wel┤	5	1274
«hu├wel┤	5	1274
«oo├wel┤	5	1274
«x ├wel┤	5	1274
«) ├wel┤	3	1274
«^ ├wel┤	3	1274
«au├wel┤	3	1274
«be├wel┤	3	1274
«'I├wel┤	2	1274
«0 ├wel┤	2	1274
«el├wel┤	2	1274
«er├wel┤	2	1274
«j ├wel┤	2	1274
«rt├wel┤	2	1274
«u ├wel┤	2	1274
« T├wel┤	1	1274
« U├wel┤	1	1274
«(H├wel┤	1	1274
«* ├wel┤	1	1274
«2 ├wel┤	1	1274
«U ├wel┤	1	1274
«^e├wel┤	1	1274
«d ├wel┤	1	1274
«eH├wel┤	1	1274
«lu├wel┤	1	1274
«nt├wel┤	1	1274
«or├wel┤	1	1274
«oü├wel┤	1	1274
«v ├wel┤	1	1274
«n ├all┤	228	1260
«t ├all┤	158	1260
«e ├all┤	135	1260
«ev├all┤	100	1260
«r ├all┤	69	1260
« P├all┤	57	1260
« g├all┤	57	1260
«s ├all┤	50	1260
«, ├all┤	44	1260
«rv├all┤	43	1260
« v├all┤	41	1260
«k ├all┤	25	1260
«y ├all┤	24	1260
« M├all┤	22	1260
«; ├all┤	14	1260
«p ├all┤	14	1260
«m ├all┤	13	1260
« b├all┤	12	1260
«l ├all┤	11	1260
«d ├all┤	9	1260
«h ├all┤	9	1260
«rc├all┤	9	1260
«o ├all┤	8	1260
«sm├all┤	8	1260
«tv├all┤	8	1260
«x ├all┤	6	1260
«fv├all┤	5	1260
« G├all┤	4	1260
«f ├all┤	4	1260
«ge├all┤	4	1260
« p├all┤	3	1260
« w├all┤	3	1260
«' ├all┤	3	1260
«. ├all┤	3	1260
«^ ├all┤	3	1260
«a ├all┤	3	1260
«nc├all┤	3	1260
«nt├all┤	3	1260
«st├all┤	3	1260
« (├all┤	2	1260
« N├all┤	2	1260
«) ├all┤	2	1260
«E ├all┤	2	1260
«Hg├all┤	2	1260
«av├all┤	2	1260
«eb├all┤	2	1260
«» ├all┤	2	1260
«ém├all┤	2	1260
« B├all┤	1	1260
« H├all┤	1	1260
« ^├all┤	1	1260
« c├all┤	1	1260
« f├all┤	1	1260
« s├all┤	1	1260
«" ├all┤	1	1260
«% ├all┤	1	1260
«* ├all┤	1	1260
«*v├all┤	1	1260
«: ├all┤	1	1260
«S ├all┤	1	1260
«an├all┤	1	1260
«dT├all┤	1	1260
«j ├all┤	1	1260
«nv├all┤	1	1260
«rP├all┤	1	1260
«rb├all┤	1	1260
«ry├all┤	1	1260
«ti├all┤	1	1260
«u ├all┤	1	1260
«ui├all┤	1	1260
«ut├all┤	1	1260
«® ├all┤	1	1260
«er├ts ┤	305	1256
«mi├ts ┤	288	1256
«or├ts ┤	104	1256
«ie├ts ┤	91	1256
«ae├ts ┤	65	1256
«an├ts ┤	57	1256
«in├ts ┤	52	1256
«ty├ts ┤	40	1256
«ye├ts ┤	35	1256
«ch├ts ┤	28	1256
«en├ts ┤	28	1256
«ee├ts ┤	17	1256
«on├ts ┤	17	1256
«oe├ts ┤	14	1256
«ue├ts ┤	12	1256
«hi├ts ┤	11	1256
«ou├ts ┤	11	1256
«ey├ts ┤	10	1256
«ad├ts ┤	7	1256
«el├ts ┤	7	1256
«oo├ts ┤	7	1256
«uy├ts ┤	5	1256
«ed├ts ┤	4	1256
«ra├ts ┤	4	1256
«ga├ts ┤	3	1256
«Mi├ts ┤	2	1256
«ar├ts ┤	2	1256
«au├ts ┤	2	1256
«ca├ts ┤	2	1256
«hu├ts ┤	2	1256
«od├ts ┤	2	1256
«ri├ts ┤	2	1256
«üe├ts ┤	2	1256
«'a├ts ┤	1	1256
«, ├ts ┤	1	1256
«^e├ts ┤	1	1256
«ac├ts ┤	1	1256
«bi├ts ┤	1	1256
«fy├ts ┤	1	1256
«gh├ts ┤	1	1256
«ii├ts ┤	1	1256
«il├ts ┤	1	1256
«je├ts ┤	1	1256
«lt├ts ┤	1	1256
«ly├ts ┤	1	1256
«nd├ts ┤	1	1256
«ni├ts ┤	1	1256
«of├ts ┤	1	1256
«ro├ts ┤	1	1256
«ui├ts ┤	1	1256
«us├ts ┤	1	1256
«gr├oot┤	622	1255
« d├oot┤	78	1255
«sl├oot┤	78	1255
«ch├oot┤	75	1255
« n├oot┤	74	1255
«en├oot┤	67	1255
« l├oot┤	37	1255
« r├oot┤	37	1255
« b├oot┤	33	1255
«vl├oot┤	31	1255
«Gr├oot┤	28	1255
«st├oot┤	10	1255
«Br├oot┤	9	1255
«bl├oot┤	7	1255
«br├oot┤	6	1255
«ed├oot┤	6	1255
«sn├oot┤	6	1255
«cl├oot┤	5	1255
«rn├oot┤	4	1255
« s├oot┤	3	1255
«r ├oot┤	3	1255
« g├oot┤	2	1255
«eb├oot┤	2	1255
«hr├oot┤	2	1255
«i*├oot┤	2	1255
«ll├oot┤	2	1255
«ln├oot┤	2	1255
«rb├oot┤	2	1255
« B├oot┤	1	1255
« G├oot┤	1	1255
« R├oot┤	1	1255
« ^├oot┤	1	1255
«, ├oot┤	1	1255
«-n├oot┤	1	1255
«^r├oot┤	1	1255
«e ├oot┤	1	1255
«em├oot┤	1	1255
«eu├oot┤	1	1255
«i'├oot┤	1	1255
«il├oot┤	1	1255
«l)├oot┤	1	1255
«l>├oot┤	1	1255
«li├oot┤	1	1255
«ls├oot┤	1	1255
«ml├oot┤	1	1255
«pr├oot┤	1	1255
«rg├oot┤	1	1255
«rr├oot┤	1	1255
«y ├oot┤	1	1255
«yl├oot┤	1	1255
« g├eco┤	513	1254
« b├eco┤	350	1254
«ng├eco┤	78	1254
«to├eco┤	71	1254
« s├eco┤	66	1254
«rg├eco┤	30	1254
« r├eco┤	27	1254
«er├eco┤	16	1254
«rr├eco┤	16	1254
«fg├eco┤	13	1254
«eg├eco┤	11	1254
«pg├eco┤	11	1254
« P├eco┤	6	1254
«es├eco┤	5	1254
«tg├eco┤	5	1254
« h├eco┤	4	1254
«na├eco┤	4	1254
« t├eco┤	3	1254
«ll├eco┤	3	1254
«nb├eco┤	3	1254
«yg├eco┤	3	1254
«ch├eco┤	2	1254
«he├eco┤	2	1254
« G├eco┤	1	1254
« S├eco┤	1	1254
«'b├eco┤	1	1254
«Co├eco┤	1	1254
«Hs├eco┤	1	1254
«be├eco┤	1	1254
«eU├eco┤	1	1254
«is├eco┤	1	1254
«li├eco┤	1	1254
«lo├eco┤	1	1254
«nh├eco┤	1	1254
«ug├eco┤	1	1254
« o├nse┤	665	1253
«de├nse┤	242	1253
«ae├nse┤	115	1253
«pa├nse┤	49	1253
«co├nse┤	23	1253
«*o├nse┤	18	1253
«pe├nse┤	14	1253
«hi├nse┤	12	1253
«ee├nse┤	11	1253
«ga├nse┤	10	1253
«hy├nse┤	8	1253
«ua├nse┤	7	1253
